series,episode,first_name,last_name,baker_occupation,baker_age,hometown,technical,result,signature_bake,show_stopper
7,5,Val,Stones,"Semi-retired, Substitute teacher",66,Yeovil,7,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
7,5,Candice,Brown,PE teacher,31,"Barton-Le-Clay, Bedfordshire",2,STAR BAKER,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
7,5,Kate,Barmby,Nurse,37,"Brooke, Norfolk",NA,NA,NA,NA
7,5,Lee,Banfield,Pastor,67,Bolton,NA,NA,NA,NA
7,5,Louise,Williams,Hairdresser,46,Cardiff,NA,NA,NA,NA
7,5,Michael,Georgiou,Student,20,Durham,NA,NA,NA,NA
7,6,Andrew,Smyth,Aerospace engineer,25,"Derby / Holywood, County Down",6,IN,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio
7,6,Benjamina,Ebuehi,Teaching assistant,23,South London,2,IN,Grapefruit and Ginger Meringue Pie,Floral Tea Cake
7,6,Candice,Brown,PE teacher,31,"Barton-Le-Clay, Bedfordshire",5,IN,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake
7,6,Jane,Beedle,Garden designer,61,Beckenham,4,IN,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar
7,6,Selasi,Gbormittah,Client service associate,30,London,7,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake
7,6,Rav,Bansal,Student support,28,Erith,3,OUT,Mandarin Margarita Meringue Pie,Blossom Cake
7,6,Tom,Gilliford,Project engagement manager,26,Rochdale,1,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake
7,6,Kate,Barmby,Nurse,37,"Brooke, Norfolk",NA,NA,NA,NA
7,6,Lee,Banfield,Pastor,67,Bolton,NA,NA,NA,NA
7,6,Louise,Williams,Hairdresser,46,Cardiff,NA,NA,NA,NA
7,6,Michael,Georgiou,Student,20,Durham,NA,NA,NA,NA
7,6,Val,Stones,"Semi-retired, Substitute teacher",66,Yeovil,NA,NA,NA,NA
7,7,Benjamina,Ebuehi,Teaching assistant,23,South London,3,IN,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake
7,7,Candice,Brown,PE teacher,31,"Barton-Le-Clay, Bedfordshire",2,IN,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse
7,7,Jane,Beedle,Garden designer,61,Beckenham,4,IN,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
7,7,Selasi,Gbormittah,Client service associate,30,London,6,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
7,7,Tom,Gilliford,Project engagement manager,26,Rochdale,5,OUT,Millionaire's Roulade,Hipster Picnic
7,7,Andrew,Smyth,Aerospace engineer,25,"Derby / Holywood, County Down",1,STAR BAKER,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes
7,7,Kate,Barmby,Nurse,37,"Brooke, Norfolk",NA,NA,NA,NA
7,7,Lee,Banfield,Pastor,67,Bolton,NA,NA,NA,NA
7,7,Louise,Williams,Hairdresser,46,Cardiff,NA,NA,NA,NA
7,7,Michael,Georgiou,Student,20,Durham,NA,NA,NA,NA
7,7,Rav,Bansal,Student support,28,Erith,NA,NA,NA,NA
7,7,Val,Stones,"Semi-retired, Substitute teacher",66,Yeovil,NA,NA,NA,NA
7,8,Andrew,Smyth,Aerospace engineer,25,"Derby / Holywood, County Down",2,IN,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane
7,8,Jane,Beedle,Garden designer,61,Beckenham,5,IN,Tudor Rose Pies,Swans
7,8,Selasi,Gbormittah,Client service associate,30,London,3,IN,Bouquet of Flowers,Fruity Tudor Marchpane
7,8,Benjamina,Ebuehi,Teaching assistant,23,South London,4,OUT,Mexican Adventure,Tudor Garden
7,8,Candice,Brown,PE teacher,31,"Barton-Le-Clay, Bedfordshire",1,STAR BAKER,Cheesy Cheeky Fish Pies,Peacock
7,8,Kate,Barmby,Nurse,37,"Brooke, Norfolk",NA,NA,NA,NA
7,8,Lee,Banfield,Pastor,67,Bolton,NA,NA,NA,NA
7,8,Louise,Williams,Hairdresser,46,Cardiff,NA,NA,NA,NA
7,8,Michael,Georgiou,Student,20,Durham,NA,NA,NA,NA
7,8,Rav,Bansal,Student support,28,Erith,NA,NA,NA,NA
7,8,Tom,Gilliford,Project engagement manager,26,Rochdale,NA,NA,NA,NA
7,8,Val,Stones,"Semi-retired, Substitute teacher",66,Yeovil,NA,NA,NA,NA
7,9,Candice,Brown,PE teacher,31,"Barton-Le-Clay, Bedfordshire",3,IN,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies
7,9,Jane,Beedle,Garden designer,61,Beckenham,1,IN,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies
7,9,Selasi,Gbormittah,Client service associate,30,London,4,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies
7,9,Andrew,Smyth,Aerospace engineer,25,"Derby / Holywood, County Down",2,STAR BAKER,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants
7,9,Benjamina,Ebuehi,Teaching assistant,23,South London,NA,NA,NA,NA
7,9,Kate,Barmby,Nurse,37,"Brooke, Norfolk",NA,NA,NA,NA
7,9,Lee,Banfield,Pastor,67,Bolton,NA,NA,NA,NA
7,9,Louise,Williams,Hairdresser,46,Cardiff,NA,NA,NA,NA
7,9,Michael,Georgiou,Student,20,Durham,NA,NA,NA,NA
7,9,Rav,Bansal,Student support,28,Erith,NA,NA,NA,NA
7,9,Tom,Gilliford,Project engagement manager,26,Rochdale,NA,NA,NA,NA
7,9,Val,Stones,"Semi-retired, Substitute teacher",66,Yeovil,NA,NA,NA,NA
7,10,Andrew,Smyth,Aerospace engineer,25,"Derby / Holywood, County Down",1,Runner-up,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic
7,10,Jane,Beedle,Garden designer,61,Beckenham,3,Runner-up,"Red, White and Blue Meringue Crown",Family Favourites Feast
7,10,Candice,Brown,PE teacher,31,"Barton-Le-Clay, Bedfordshire",2,WINNER,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens
7,10,Benjamina,Ebuehi,Teaching assistant,23,South London,NA,NA,NA,NA
7,10,Kate,Barmby,Nurse,37,"Brooke, Norfolk",NA,NA,NA,NA
7,10,Lee,Banfield,Pastor,67,Bolton,NA,NA,NA,NA
7,10,Louise,Williams,Hairdresser,46,Cardiff,NA,NA,NA,NA
7,10,Michael,Georgiou,Student,20,Durham,NA,NA,NA,NA
7,10,Rav,Bansal,Student support,28,Erith,NA,NA,NA,NA
7,10,Selasi,Gbormittah,Client service associate,30,London,NA,NA,NA,NA
7,10,Tom,Gilliford,Project engagement manager,26,Rochdale,NA,NA,NA,NA
7,10,Val,Stones,"Semi-retired, Substitute teacher",66,Yeovil,NA,NA,NA,NA
8,1,Chris,Geiger,Software developer,50,Bristol,12,IN,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake
8,1,Flo,Atkins,Retired,71,Merseyside,9,IN,Citrus Layer Cake,'One in a Melon' Cake
8,1,James,Hillery,Banker,46,"Brentwood, Essex",2,IN,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake
8,1,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",3,IN,Courgette and Lemon Cake,'Russian Doll' Cake
8,1,Kate,Lyon,Health and safety inspector,29,Merseyside,1,IN,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake
8,1,Liam,Charles,Student,19,North London,8,IN,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake
8,1,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",5,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake
8,1,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",11,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake
8,1,Tom,Hetherington,Architect,29,Edinburgh,7,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake
8,1,Yan,Tsou,Laboratory research scientist,46,North London,4,IN,Windfall Apple Crumble Cake,'Banana-ramen' Cake
8,1,Peter,Abatan,IT programme manager,52,"Southend, Essex",10,OUT,Coconut Cake,'Bread on a Breadboard' Cake
8,1,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",6,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake
8,2,Flo,Atkins,Retired,71,Merseyside,10,IN,Gin Jam Butties,'Pick My Bones' Game
8,2,James,Hillery,Banker,46,"Brentwood, Essex",3,IN,Rhubarb and Custard Whirls,'Coppit' Game
8,2,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",4,IN,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game
8,2,Kate,Lyon,Health and safety inspector,29,Merseyside,8,IN,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game
8,2,Liam,Charles,Student,19,North London,7,IN,Coffee Malted Pecan Shorties,'Classroom Classics' Game
8,2,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game
8,2,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",9,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game
8,2,Tom,Hetherington,Architect,29,Edinburgh,5,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game
8,2,Yan,Tsou,Laboratory research scientist,46,North London,1,IN,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game
8,2,Chris,Geiger,Software developer,50,Bristol,11,OUT,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game
8,2,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",6,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game
8,2,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,3,James,Hillery,Banker,46,"Brentwood, Essex",9,IN,Nordic Teacakes,'Owl in the Woods' Bread Sculpture
8,3,Kate,Lyon,Health and safety inspector,29,Merseyside,10,IN,Blueberry Buns,'Kraken' Bread Sculpture
8,3,Liam,Charles,Student,19,North London,5,IN,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture
8,3,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",6,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture
8,3,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",1,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture
8,3,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture
8,3,Tom,Hetherington,Architect,29,Edinburgh,4,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture
8,3,Yan,Tsou,Laboratory research scientist,46,North London,8,IN,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture
8,3,Flo,Atkins,Retired,71,Merseyside,7,OUT,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture
8,3,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",2,STAR BAKER,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture
8,3,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,3,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,4,James,Hillery,Banker,46,"Brentwood, Essex",2,IN,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake
8,4,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",9,IN,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake
8,4,Liam,Charles,Student,19,North London,3,IN,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake
8,4,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake
8,4,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",1,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake
8,4,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",7,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake
8,4,Yan,Tsou,Laboratory research scientist,46,North London,8,IN,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake
8,4,Tom,Hetherington,Architect,29,Edinburgh,5,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake
8,4,Kate,Lyon,Health and safety inspector,29,Merseyside,6,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake
8,4,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,4,Flo,Atkins,Retired,71,Merseyside,NA,NA,NA,NA
8,4,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,5,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",3,IN,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine
8,5,Kate,Lyon,Health and safety inspector,29,Merseyside,8,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine
8,5,Liam,Charles,Student,19,North London,2,IN,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine
8,5,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",4,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine
8,5,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine
8,5,Yan,Tsou,Laboratory research scientist,46,North London,6,IN,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine
8,5,James,Hillery,Banker,46,"Brentwood, Essex",7,OUT,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine
8,5,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",1,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
8,5,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,5,Flo,Atkins,Retired,71,Merseyside,NA,NA,NA,NA
8,5,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,5,Tom,Hetherington,Architect,29,Edinburgh,NA,NA,NA,NA
8,6,Kate,Lyon,Health and safety inspector,29,Merseyside,5,IN,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze
8,6,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",2,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits
8,6,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango
8,6,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",3,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie
8,6,Yan,Tsou,Laboratory research scientist,46,North London,1,IN,'πr2' Decorative Pies,Chequerboard Pie
8,6,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",7,OUT,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie
8,6,Liam,Charles,Student,19,North London,4,STAR BAKER,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie
8,6,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,6,Flo,Atkins,Retired,71,Merseyside,NA,NA,NA,NA
8,6,James,Hillery,Banker,46,"Brentwood, Essex",NA,NA,NA,NA
8,6,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,6,Tom,Hetherington,Architect,29,Edinburgh,NA,NA,NA,NA
8,7,Kate,Lyon,Health and safety inspector,29,Merseyside,6,IN,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle
8,7,Liam,Charles,Student,19,North London,2,IN,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle
8,7,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",3,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle
8,7,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",4,IN,My All Time Favourite Desserts,Pastry Surprise
8,7,Yan,Tsou,Laboratory research scientist,46,North London,5,OUT,Cannoli Cocktails,Canadian-Style Sfogliatelle
8,7,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",1,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle
8,7,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,7,Flo,Atkins,Retired,71,Merseyside,NA,NA,NA,NA
8,7,James,Hillery,Banker,46,"Brentwood, Essex",NA,NA,NA,NA
8,7,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",NA,NA,NA,NA
8,7,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,7,Tom,Hetherington,Architect,29,Edinburgh,NA,NA,NA,NA
8,8,Kate,Lyon,Health and safety inspector,29,Merseyside,2,IN,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake
8,8,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",4,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake
8,8,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",1,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake
8,8,Liam,Charles,Student,19,North London,5,OUT,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake
8,8,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",3,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake
8,8,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,8,Flo,Atkins,Retired,71,Merseyside,NA,NA,NA,NA
8,8,James,Hillery,Banker,46,"Brentwood, Essex",NA,NA,NA,NA
8,8,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",NA,NA,NA,NA
8,8,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,8,Tom,Hetherington,Architect,29,Edinburgh,NA,NA,NA,NA
8,8,Yan,Tsou,Laboratory research scientist,46,North London,NA,NA,NA,NA
8,9,Kate,Lyon,Health and safety inspector,29,Merseyside,4,IN,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece
8,9,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",3,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece
8,9,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",2,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece
8,9,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",1,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece
8,9,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,9,Flo,Atkins,Retired,71,Merseyside,NA,NA,NA,NA
8,9,James,Hillery,Banker,46,"Brentwood, Essex",NA,NA,NA,NA
8,9,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",NA,NA,NA,NA
8,9,Liam,Charles,Student,19,North London,NA,NA,NA,NA
8,9,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,9,Tom,Hetherington,Architect,29,Edinburgh,NA,NA,NA,NA
8,9,Yan,Tsou,Laboratory research scientist,46,North London,NA,NA,NA,NA
8,10,Kate,Lyon,Health and safety inspector,29,Merseyside,3,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
8,10,Steven,Carter-Bailey,Marketer,34,"Watford, Hertfordshire",1,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet
8,10,Sophie,Faldo,Former army officer and trainee stuntwoman,33,"West Molesey, Surrey",2,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet
8,10,Chris,Geiger,Software developer,50,Bristol,NA,NA,NA,NA
8,10,Flo,Atkins,Retired,71,Merseyside,NA,NA,NA,NA
8,10,James,Hillery,Banker,46,"Brentwood, Essex",NA,NA,NA,NA
8,10,Julia,Chernogorova,Aviation Broker,21,"Crawley, West Sussex",NA,NA,NA,NA
8,10,Liam,Charles,Student,19,North London,NA,NA,NA,NA
8,10,Peter,Abatan,IT programme manager,52,"Southend, Essex",NA,NA,NA,NA
8,10,Stacey,Hart,Former school teacher,42,"Radlett, Hertfordshire",NA,NA,NA,NA
8,10,Tom,Hetherington,Architect,29,Edinburgh,NA,NA,NA,NA
8,10,Yan,Tsou,Laboratory research scientist,46,North London,NA,NA,NA,NA
9,1,Antony,Amourdoux,Banker,30,London,12,IN,NA,NA
9,1,Briony,Williams,Full-time parent,33,Bristol,2,IN,NA,NA
9,1,Dan,Beasley-Harling,Full-time parent,36,London,4,IN,NA,NA
9,1,Jon,Jenkins,Blood courier,47,Newport,5,IN,NA,NA
9,1,Karen,Wright,In-store sampling assistant,60,Wakefield,6,IN,NA,NA
9,1,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,10,IN,NA,NA
9,1,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,8,IN,NA,NA
9,1,Rahul,Mandal,Research scientist,30,Rotherham,7,IN,NA,NA
9,1,Ruby,Bhogal,Project manager,29,London,1,IN,NA,NA
9,1,Terry,Hartill,Retired air steward,56,West Midlands,9,IN,NA,NA
9,1,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,11,OUT,NA,NA
9,1,Manon,Lagrave,Software project manager,26,London,3,STAR BAKER,NA,NA
9,2,Antony,Amourdoux,Banker,30,London,9,IN,NA,NA
9,2,Briony,Williams,Full-time parent,33,Bristol,5,IN,NA,NA
9,2,Dan,Beasley-Harling,Full-time parent,36,London,3,IN,NA,NA
9,2,Jon,Jenkins,Blood courier,47,Newport,1,IN,NA,NA
9,2,Karen,Wright,In-store sampling assistant,60,Wakefield,11,IN,NA,NA
9,2,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,4,IN,NA,NA
9,2,Manon,Lagrave,Software project manager,26,London,6,IN,NA,NA
9,2,Ruby,Bhogal,Project manager,29,London,10,IN,NA,NA
9,2,Terry,Hartill,Retired air steward,56,West Midlands,8,IN,NA,NA
9,2,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,7,OUT,NA,NA
9,2,Rahul,Mandal,Research scientist,30,Rotherham,2,STAR BAKER,NA,NA
9,2,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,3,Briony,Williams,Full-time parent,33,Bristol,9,IN,NA,NA
9,3,Dan,Beasley-Harling,Full-time parent,36,London,6,IN,NA,NA
9,3,Jon,Jenkins,Blood courier,47,Newport,2,IN,NA,NA
9,3,Karen,Wright,In-store sampling assistant,60,Wakefield,5,IN,NA,NA
9,3,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,10,IN,NA,NA
9,3,Manon,Lagrave,Software project manager,26,London,3,IN,NA,NA
9,3,Ruby,Bhogal,Project manager,29,London,7,IN,NA,NA
9,3,Terry,Hartill,Retired air steward,56,West Midlands,1,IN,NA,NA
9,3,Antony,Amourdoux,Banker,30,London,8,OUT,NA,NA
9,3,Rahul,Mandal,Research scientist,30,Rotherham,4,STAR BAKER,NA,NA
9,3,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,3,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,4,Terry,Hartill,Retired air steward,56,West Midlands,NA,[a],NA,NA
9,4,Briony,Williams,Full-time parent,33,Bristol,5,IN,NA,NA
9,4,Jon,Jenkins,Blood courier,47,Newport,3,IN,NA,NA
9,4,Karen,Wright,In-store sampling assistant,60,Wakefield,7,IN,NA,NA
9,4,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,6,IN,NA,NA
9,4,Manon,Lagrave,Software project manager,26,London,8,IN,NA,NA
9,4,Rahul,Mandal,Research scientist,30,Rotherham,4,IN,NA,NA
9,4,Ruby,Bhogal,Project manager,29,London,2,IN,NA,NA
9,4,Dan,Beasley-Harling,Full-time parent,36,London,1,STAR BAKER,NA,NA
9,4,Antony,Amourdoux,Banker,30,London,NA,NA,NA,NA
9,4,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,4,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,5,Briony,Williams,Full-time parent,33,Bristol,6,IN,NA,NA
9,5,Dan,Beasley-Harling,Full-time parent,36,London,2,IN,NA,NA
9,5,Jon,Jenkins,Blood courier,47,Newport,7,IN,NA,NA
9,5,Manon,Lagrave,Software project manager,26,London,5,IN,NA,NA
9,5,Rahul,Mandal,Research scientist,30,Rotherham,3,IN,NA,NA
9,5,Ruby,Bhogal,Project manager,29,London,1,IN,NA,NA
9,5,Karen,Wright,In-store sampling assistant,60,Wakefield,9,OUT,NA,NA
9,5,Terry,Hartill,Retired air steward,56,West Midlands,8,OUT,NA,NA
9,5,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,4,STAR BAKER,NA,NA
9,5,Antony,Amourdoux,Banker,30,London,NA,NA,NA,NA
9,5,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,5,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,6,Jon,Jenkins,Blood courier,47,Newport,2,IN,NA,NA
9,6,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,5,IN,NA,NA
9,6,Manon,Lagrave,Software project manager,26,London,4,IN,NA,NA
9,6,Rahul,Mandal,Research scientist,30,Rotherham,3,IN,NA,NA
9,6,Ruby,Bhogal,Project manager,29,London,7,IN,NA,NA
9,6,Dan,Beasley-Harling,Full-time parent,36,London,6,OUT,NA,NA
9,6,Briony,Williams,Full-time parent,33,Bristol,1,STAR BAKER,NA,NA
9,6,Antony,Amourdoux,Banker,30,London,NA,NA,NA,NA
9,6,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,6,Karen,Wright,In-store sampling assistant,60,Wakefield,NA,NA,NA,NA
